applicant_id,age,marital_status,education,employment_type,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,loan_purpose,monthly_debt_obligations,debt_to_income_ratio,default
APP008274,27,Married,Post Graduate,Self-Employed,4.9,120000.0,6.5,0,13.6,3,2,96724.0,36,Auto,1143.0,0.114,0
APP013158,59,Single,High School,Self-Employed,0.2,120000.0,0.5,0,41.3,1,1,65759.0,24,Auto,1902.0,0.19,0
APP010223,49,Married,High School,Self-Employed,1.2,120000.0,1.8,0,9.4,2,0,125571.0,36,Auto,4029.0,0.403,0
APP012247,53,Single,Graduate,Salaried,0.9,120000.0,6.5,2,20.2,1,1,108735.0,36,Personal,920.0,0.092,0
APP009985,21,Divorced,Graduate,Self-Employed,1.7,120000.0,0.1,1,65.8,0,1,113300.0,36,Auto,2182.0,0.218,0
APP002717,56,Single,Post Graduate,Business Owner,1.4,120000.0,5.3,0,77.3,0,1,127181.0,48,Medical,4868.0,0.487,0
APP006207,43,Married,Graduate,Salaried,3.0,120000.0,19.7,1,35.0,4,1,88910.0,48,Personal,2294.0,0.229,0
APP012012,46,Single,Graduate,Salaried,1.2,120000.0,0.9,0,36.2,0,1,139878.0,48,Education,2902.0,0.29,0
APP013057,49,Single,Graduate,Salaried,,,,4,,0,0,59001.0,60,Medical,2468.0,0.247,0
APP006994,61,Single,High School,Self-Employed,16.7,120000.0,4.8,1,52.7,1,1,83235.0,36,Auto,3303.0,0.33,1
APP010866,21,Married,Graduate,Salaried,0.1,120000.0,2.4,0,40.1,2,0,69855.0,36,Home Improvement,1147.0,0.115,0
APP003483,36,Married,Graduate,Salaried,0.2,120000.0,2.6,0,13.1,4,3,71969.0,60,Medical,864.0,0.086,0
APP004654,39,Single,Graduate,Salaried,6.9,144308.0,0.4,0,36.1,0,4,115632.0,60,Medical,1121.0,0.093,0
APP011694,27,Married,Post Graduate,Self-Employed,1.9,120000.0,6.5,0,13.3,1,0,97603.0,36,Business,810.0,0.081,0
APP010756,61,Married,Graduate,Salaried,0.3,120000.0,4.0,2,54.6,3,1,58491.0,12,Business,2828.0,0.283,0
APP003403,28,Married,Post Graduate,Salaried,2.8,120000.0,17.5,0,31.3,1,0,54301.0,36,Medical,5490.0,0.549,0
APP009887,37,Married,High School,Salaried,3.8,120000.0,2.5,0,30.0,3,0,66294.0,36,Business,546.0,0.055,0
APP006254,48,Married,Graduate,Salaried,0.5,120000.0,1.5,1,5.0,1,1,196647.0,60,Education,1494.0,0.149,0
APP010149,63,Married,Graduate,Self-Employed,3.2,120000.0,1.3,2,48.4,4,3,201089.0,60,Home Improvement,3739.0,0.374,0
APP005726,39,Married,High School,Salaried,4.4,120000.0,7.7,0,29.4,3,1,143651.0,12,Business,4191.0,0.419,0
APP006795,23,Married,Graduate,Salaried,1.8,120000.0,0.7,2,39.0,1,0,73226.0,24,Business,3485.0,0.348,0
APP003870,47,Married,Graduate,Salaried,,,,0,,0,3,133519.0,48,Education,4878.0,0.488,0
APP005742,58,Married,High School,Salaried,1.8,120000.0,0.5,0,27.0,3,1,178843.0,60,Home Improvement,2276.0,0.228,0
APP012329,60,Divorced,Graduate,Self-Employed,8.0,120000.0,1.2,2,42.4,2,0,155219.0,36,Education,945.0,0.094,1
APP005801,24,Married,Graduate,Salaried,3.7,120000.0,9.7,2,18.7,1,1,59015.0,48,Personal,2478.0,0.248,0
APP001379,51,Married,High School,Self-Employed,4.4,120000.0,0.9,1,31.5,4,0,58697.0,60,Personal,3260.0,0.326,0
APP007399,32,Single,Graduate,Salaried,7.3,120000.0,2.3,1,11.6,1,1,93896.0,48,Personal,2475.0,0.248,0
APP001552,27,Single,Post Graduate,Salaried,5.3,120000.0,4.8,2,65.8,1,4,50000.0,36,Education,1810.0,0.181,1
APP003137,46,Single,Graduate,Self-Employed,8.1,120000.0,4.8,0,34.1,1,2,139755.0,48,Personal,2487.0,0.249,0
APP008504,48,Single,Graduate,Salaried,1.1,120000.0,16.8,3,62.9,3,0,74361.0,48,Home Improvement,5419.0,0.542,0
APP001632,37,Single,Graduate,Salaried,0.2,120000.0,4.5,0,38.2,1,0,80142.0,12,Home Improvement,5157.0,0.516,0
APP004261,53,Married,High School,Self-Employed,2.6,120000.0,11.8,0,54.8,2,1,53532.0,36,Medical,3624.0,0.362,0
APP010260,48,Married,Graduate,Business Owner,1.2,130625.0,3.0,0,33.6,3,1,79901.0,24,Business,2335.0,0.215,0
APP009619,64,Single,High School,Self-Employed,7.9,120000.0,1.0,1,51.6,1,1,81211.0,36,Auto,1475.0,0.148,0
APP010195,57,Married,Graduate,Self-Employed,0.1,120000.0,6.4,2,46.5,2,3,183727.0,24,Medical,5344.0,0.534,1
APP004454,61,Single,High School,Business Owner,3.8,120000.0,5.1,0,51.2,1,2,75721.0,24,Auto,3222.0,0.322,1
APP006505,49,Divorced,Post Graduate,Self-Employed,,,,0,,0,1,109758.0,48,Auto,844.0,0.084,0
APP003811,55,Single,Graduate,Business Owner,7.4,120000.0,2.5,2,31.7,1,3,50000.0,36,Personal,2735.0,0.274,1
APP005467,39,Single,Graduate,Salaried,5.3,120000.0,7.4,0,78.0,1,3,50000.0,48,Education,5331.0,0.533,1
APP013398,56,Married,High School,Self-Employed,7.4,120000.0,0.3,1,62.6,0,0,64517.0,36,Medical,629.0,0.063,1
APP010530,38,Single,High School,Self-Employed,4.0,120000.0,14.2,0,27.5,1,4,50000.0,36,Education,2758.0,0.276,0
APP005924,39,Married,Graduate,Salaried,1.2,120000.0,20.0,0,19.1,3,1,96178.0,60,Business,5099.0,0.51,0
APP010633,42,Married,High School,Salaried,,,,3,,1,0,127448.0,24,Home Improvement,847.0,0.085,1
APP000129,46,Single,High School,Salaried,0.2,120000.0,8.0,0,63.2,2,1,155778.0,36,Home Improvement,3240.0,0.324,1
APP001010,53,Divorced,Graduate,Salaried,8.9,120000.0,11.8,1,23.9,0,1,76169.0,36,Education,571.0,0.057,0
APP010006,57,Single,Post Graduate,Salaried,18.5,120000.0,2.9,0,53.1,2,0,199697.0,48,Business,4930.0,0.493,0
APP001291,41,Single,Graduate,Self-Employed,17.3,120000.0,7.4,1,24.4,0,3,119655.0,48,Auto,2786.0,0.279,0
APP012946,51,Single,High School,Salaried,8.5,120000.0,0.4,1,11.7,0,0,50036.0,36,Auto,4459.0,0.446,0
APP005343,55,Married,Graduate,Salaried,4.9,120000.0,1.3,0,23.2,0,0,55159.0,24,Education,3750.0,0.375,0
APP012066,28,Married,Post Graduate,Salaried,23.8,120000.0,4.6,0,62.4,1,1,71815.0,60,Medical,3307.0,0.331,0
APP010964,23,Single,Graduate,Self-Employed,2.1,120000.0,10.3,0,14.2,0,1,291676.0,24,Personal,4726.0,0.473,0
APP000202,53,Single,Graduate,Salaried,3.2,120000.0,2.2,1,53.8,0,1,50000.0,48,Medical,2066.0,0.207,0
APP003696,27,Married,High School,Self-Employed,3.8,120000.0,1.5,2,18.6,1,1,59469.0,36,Personal,1432.0,0.143,1
APP007441,56,Single,Graduate,Salaried,7.2,120000.0,3.3,2,53.2,0,0,50000.0,24,Business,4550.0,0.455,0
APP014821,51,Single,Graduate,Self-Employed,2.1,120000.0,7.5,1,37.7,0,1,224911.0,36,Home Improvement,4396.0,0.44,1
APP005518,22,Married,Graduate,Salaried,0.9,120000.0,0.2,2,42.7,0,1,88525.0,60,Education,4222.0,0.422,0
APP005914,43,Married,High School,Salaried,8.8,120000.0,10.8,1,50.8,0,1,59671.0,36,Education,5407.0,0.541,0
APP000955,31,Single,Graduate,Business Owner,0.6,120000.0,4.4,0,71.5,1,3,50000.0,48,Home Improvement,3376.0,0.338,0
APP010611,44,Single,High School,Salaried,1.6,120000.0,0.3,1,30.0,2,1,95672.0,60,Business,4955.0,0.496,0
APP004021,37,Married,Graduate,Salaried,7.5,120000.0,0.2,0,80.1,2,1,251695.0,36,Home Improvement,1935.0,0.194,1
APP009022,63,Divorced,High School,Salaried,6.7,120000.0,7.0,0,39.2,0,0,54634.0,36,Business,1186.0,0.119,0
APP002362,41,Single,High School,Salaried,3.9,120000.0,2.6,1,46.2,1,0,59998.0,48,Auto,4719.0,0.472,1
APP008150,61,Married,Post Graduate,Salaried,,120000.0,2.5,0,61.3,0,1,185703.0,48,Home Improvement,4957.0,0.496,0
APP004690,64,Single,Graduate,Salaried,2.6,120000.0,3.6,1,47.5,1,1,265892.0,36,Personal,4656.0,0.466,1
APP012100,36,Single,Post Graduate,Salaried,3.9,120000.0,11.7,0,65.0,0,2,50000.0,12,Education,3798.0,0.38,0
APP009163,47,Married,High School,Salaried,8.8,120000.0,5.4,2,39.9,4,1,50000.0,48,Business,2615.0,0.262,0
APP008395,52,Divorced,Graduate,Salaried,3.3,120000.0,21.6,1,56.7,1,1,55725.0,48,Business,3280.0,0.328,1
APP008022,37,Single,Post Graduate,Salaried,0.1,120000.0,9.0,0,77.0,0,4,97486.0,36,Personal,3536.0,0.354,1
APP000983,60,Single,High School,Salaried,0.1,120000.0,1.2,1,6.2,0,0,98627.0,24,Personal,1759.0,0.176,0
APP003697,52,Single,High School,Business Owner,7.3,120000.0,10.8,1,56.2,2,1,187311.0,36,Personal,4173.0,0.417,0
APP006143,38,Married,Graduate,Self-Employed,,120000.0,5.3,0,16.7,0,0,58442.0,48,Business,817.0,0.082,0
APP011511,24,Single,High School,Salaried,4.4,120000.0,10.5,0,43.3,2,0,111211.0,60,Education,5382.0,0.538,0
APP013431,24,Single,High School,Salaried,6.3,120000.0,8.4,1,11.3,0,3,173582.0,12,Home Improvement,2343.0,0.234,0
APP006077,47,Married,Graduate,Business Owner,1.8,120000.0,3.0,0,54.7,1,0,50000.0,60,Medical,5485.0,0.548,0
APP002381,55,Married,Graduate,Salaried,0.3,120000.0,29.2,0,90.6,2,1,101915.0,36,Medical,2233.0,0.223,0
APP002487,37,Divorced,Graduate,Salaried,13.7,120000.0,8.0,1,43.8,1,4,117172.0,36,Auto,898.0,0.09,1
APP006471,28,Married,High School,Salaried,12.6,120000.0,0.9,1,70.3,0,3,53047.0,24,Medical,1388.0,0.139,0
APP003207,59,Single,Graduate,Self-Employed,10.3,120000.0,3.0,0,55.2,1,0,218411.0,36,Education,1375.0,0.138,0
APP005959,57,Married,Graduate,Business Owner,2.2,120000.0,15.7,0,30.7,2,0,69146.0,48,Business,4243.0,0.424,0
APP011290,57,Single,Graduate,Salaried,0.8,120000.0,12.0,0,86.9,1,1,134564.0,24,Medical,3299.0,0.33,1
APP014316,56,Single,High School,Salaried,3.7,120000.0,9.7,1,67.7,2,3,210126.0,24,Home Improvement,2144.0,0.214,0
APP003090,58,Married,Graduate,Salaried,4.3,120000.0,0.7,1,2.4,2,0,77513.0,24,Auto,1429.0,0.143,0
APP006167,24,Married,Graduate,Business Owner,5.0,120000.0,2.8,0,43.8,5,1,124077.0,60,Home Improvement,1332.0,0.133,1
APP001188,44,Single,High School,Business Owner,1.6,120000.0,0.6,1,25.6,1,0,50940.0,24,Medical,1751.0,0.175,0
APP006426,61,Single,High School,Business Owner,1.1,120000.0,12.0,0,78.6,1,0,94102.0,36,Business,4120.0,0.412,0
APP006439,59,Single,High School,Salaried,3.5,120000.0,1.7,2,52.2,0,0,72527.0,12,Education,2172.0,0.217,1
APP004448,48,Married,High School,Business Owner,1.7,120000.0,3.3,0,19.2,1,0,50000.0,36,Home Improvement,1548.0,0.155,0
APP007500,26,Married,Graduate,Salaried,6.3,120000.0,2.1,0,11.7,0,1,50000.0,36,Education,5225.0,0.522,1
APP003920,31,Single,Post Graduate,Business Owner,6.6,120000.0,2.1,0,39.1,4,0,101567.0,36,Personal,1406.0,0.141,0
APP001596,42,Married,Graduate,Self-Employed,0.4,120000.0,7.4,1,43.5,2,1,75013.0,48,Personal,4076.0,0.408,1
APP004093,28,Single,Graduate,Business Owner,3.2,120000.0,8.1,1,43.4,1,1,50000.0,36,Personal,4670.0,0.467,0
APP008235,43,Married,High School,Salaried,3.9,120000.0,3.0,1,44.9,0,0,50000.0,60,Home Improvement,2927.0,0.293,0
APP014935,39,Divorced,High School,Self-Employed,4.7,120000.0,6.1,1,25.4,2,1,50000.0,48,Personal,1768.0,0.177,0
APP006246,27,Single,High School,Salaried,1.0,120000.0,4.5,1,43.1,2,0,377339.0,48,Business,4376.0,0.438,0
APP003348,55,Single,Post Graduate,Business Owner,1.2,120000.0,8.5,1,54.5,3,2,98661.0,36,Home Improvement,1897.0,0.19,0
APP014310,42,Single,Post Graduate,Self-Employed,1.5,120000.0,1.4,0,23.6,2,1,372505.0,60,Medical,4387.0,0.439,0
APP005169,36,Single,High School,Self-Employed,31.5,120000.0,26.1,0,73.4,2,0,72681.0,48,Personal,4357.0,0.436,0
APP001274,26,Married,Post Graduate,Salaried,0.5,120000.0,0.3,1,23.1,1,2,50000.0,36,Business,4270.0,0.427,0
APP010375,63,Married,Graduate,Self-Employed,2.1,127953.0,9.5,1,14.3,1,1,178771.0,48,Personal,1323.0,0.124,1
APP000575,33,Single,Graduate,Salaried,9.6,120000.0,1.2,2,57.0,3,0,107511.0,12,Personal,4456.0,0.446,1
APP010113,34,Single,Post Graduate,Self-Employed,4.0,120000.0,1.4,0,30.7,0,0,54621.0,36,Auto,4429.0,0.443,0
APP000145,43,Married,Graduate,Salaried,5.2,120000.0,0.9,0,17.6,2,5,78598.0,48,Business,1961.0,0.196,0
APP009049,58,Married,Graduate,Salaried,3.4,120000.0,1.3,1,24.8,0,2,72788.0,36,Business,541.0,0.054,0
APP006273,37,Single,Graduate,Self-Employed,9.9,120000.0,5.4,1,48.2,1,2,68830.0,36,Medical,2379.0,0.238,0
APP008062,31,Single,Graduate,Business Owner,6.5,120000.0,0.5,0,25.1,4,0,164322.0,60,Personal,3546.0,0.355,0
APP006144,54,Married,Graduate,Self-Employed,3.8,120000.0,6.2,1,44.1,2,2,122685.0,36,Business,1370.0,0.137,0
APP010001,40,Married,Graduate,Salaried,1.6,120000.0,9.6,1,15.4,0,0,102109.0,36,Medical,667.0,0.067,0
APP002621,36,Single,Post Graduate,Self-Employed,2.8,120000.0,6.1,2,42.0,3,0,262663.0,24,Education,4799.0,0.48,0
APP004915,41,Married,Graduate,Self-Employed,3.4,120000.0,1.2,1,61.7,3,1,50000.0,24,Business,4022.0,0.402,1
APP005995,24,Single,Graduate,Salaried,3.6,120000.0,9.0,0,38.6,1,1,135497.0,24,Personal,1995.0,0.2,0
APP010039,55,Divorced,Graduate,Salaried,7.3,120000.0,0.8,2,72.2,1,2,50000.0,12,Personal,766.0,0.077,1
APP014505,37,Single,Graduate,Business Owner,24.9,120543.0,0.7,0,36.8,2,1,100553.0,60,Medical,3138.0,0.312,0
APP004972,64,Single,High School,Salaried,1.5,120000.0,1.1,0,33.7,2,2,217138.0,36,Home Improvement,4517.0,0.452,1
APP012227,36,Single,Post Graduate,Business Owner,1.6,120000.0,9.9,3,69.0,2,1,83831.0,36,Personal,4519.0,0.452,1
APP012392,64,Married,High School,Salaried,2.7,120000.0,5.7,0,34.7,0,0,209227.0,48,Home Improvement,745.0,0.074,0
APP002771,34,Married,Graduate,Self-Employed,1.2,133850.0,4.4,1,13.2,2,0,73702.0,48,Medical,1787.0,0.16,0
APP010651,21,Married,Graduate,Salaried,11.3,120000.0,22.1,2,47.2,3,1,167004.0,60,Auto,4420.0,0.442,0
APP004890,48,Married,Graduate,Business Owner,8.1,120000.0,1.3,1,33.2,1,0,77317.0,60,Business,1011.0,0.101,1
APP007323,49,Married,High School,Self-Employed,3.6,120000.0,6.9,0,5.1,4,3,127239.0,24,Personal,4066.0,0.407,1
APP007506,35,Single,Post Graduate,Salaried,0.9,120000.0,10.6,2,65.7,1,0,51644.0,36,Business,5123.0,0.512,1
APP012893,62,Divorced,Graduate,Salaried,5.8,166623.0,3.1,0,41.3,1,0,61893.0,36,Home Improvement,6516.0,0.469,0
APP000989,58,Married,Graduate,Salaried,0.9,120000.0,2.8,1,87.4,2,2,125736.0,24,Personal,4172.0,0.417,1
APP014160,45,Single,Graduate,Business Owner,5.0,120000.0,6.8,1,45.0,1,2,144560.0,36,Education,1281.0,0.128,1
APP009626,56,Married,Graduate,Salaried,6.2,120000.0,6.5,1,50.1,4,1,111005.0,36,Personal,2842.0,0.284,0
APP004481,22,Married,Graduate,Self-Employed,4.2,120000.0,10.1,0,23.0,2,0,137137.0,60,Education,4011.0,0.401,0
APP012345,34,Married,Graduate,Salaried,2.7,120000.0,17.4,0,20.1,3,1,52447.0,24,Home Improvement,5436.0,0.544,0
APP007978,53,Married,High School,Self-Employed,5.7,120000.0,12.6,0,48.4,3,1,95549.0,60,Business,847.0,0.085,0
APP008904,27,Divorced,High School,Salaried,0.0,120000.0,0.0,0,15.3,0,1,91358.0,36,Personal,910.0,0.091,1
APP010565,24,Single,Graduate,Business Owner,2.3,120000.0,13.8,2,24.6,2,0,66397.0,36,Education,2290.0,0.229,0
APP003851,64,Married,Post Graduate,Salaried,9.1,120000.0,6.1,0,81.0,0,2,141380.0,60,Education,2572.0,0.257,0
APP006223,62,Divorced,Post Graduate,Self-Employed,17.9,120000.0,9.7,1,44.6,0,1,214424.0,12,Personal,4571.0,0.457,0
APP006685,46,Married,Graduate,Business Owner,10.4,120000.0,4.9,1,18.5,2,2,50000.0,48,Education,784.0,0.078,0
APP012644,62,Single,Graduate,Business Owner,11.3,120000.0,18.6,1,22.7,3,1,94411.0,12,Business,1255.0,0.126,0
APP003566,24,Married,Post Graduate,Salaried,13.6,120000.0,17.1,0,37.6,2,0,69299.0,12,Personal,5013.0,0.501,0
APP006504,41,Single,High School,Salaried,,120000.0,2.1,0,,2,1,53538.0,24,Education,5173.0,0.517,1
APP009211,33,Married,High School,Business Owner,1.1,120000.0,18.4,1,18.3,0,2,110742.0,60,Home Improvement,4145.0,0.414,0
APP003888,50,Single,High School,Salaried,8.3,120000.0,20.7,1,36.5,1,1,50000.0,24,Home Improvement,1725.0,0.172,1
APP003297,47,Single,High School,Salaried,11.0,120000.0,0.9,0,52.6,2,2,127287.0,36,Auto,2157.0,0.216,0
APP011156,49,Divorced,Post Graduate,Self-Employed,0.2,120000.0,0.8,0,43.9,1,2,219146.0,60,Home Improvement,3896.0,0.39,0
APP004404,48,Single,High School,Salaried,1.3,120000.0,18.4,2,4.0,1,0,50000.0,12,Business,1020.0,0.102,0
APP003462,34,Married,High School,Self-Employed,,,,0,,1,1,122544.0,48,Education,513.0,0.051,0
APP004910,49,Single,Graduate,Self-Employed,1.3,120000.0,4.8,0,65.1,2,1,270146.0,24,Personal,3198.0,0.32,0
APP004138,30,Single,High School,Business Owner,2.4,120000.0,1.7,0,43.7,2,0,317423.0,60,Personal,2325.0,0.232,0
APP008698,52,Single,High School,Salaried,3.8,120000.0,0.6,0,55.2,1,0,80353.0,36,Auto,4314.0,0.431,0
APP007957,39,Married,Post Graduate,Business Owner,3.4,151094.0,19.8,1,7.7,0,0,50000.0,48,Education,5860.0,0.465,0
APP013173,50,Single,Graduate,Salaried,4.1,120000.0,4.3,1,68.0,0,0,201054.0,36,Education,1420.0,0.142,0
APP009874,51,Single,Graduate,Salaried,3.2,120000.0,0.0,0,28.4,2,1,233813.0,12,Business,4202.0,0.42,0
APP008029,59,Single,Post Graduate,Business Owner,6.1,120000.0,12.5,2,27.3,0,1,50000.0,60,Personal,4575.0,0.458,0
APP010162,64,Married,Graduate,Business Owner,5.4,120000.0,1.0,1,37.3,0,1,50000.0,24,Medical,3210.0,0.321,0
APP004795,49,Married,High School,Salaried,2.8,120000.0,0.9,1,1.5,1,0,94185.0,60,Education,4304.0,0.43,0
APP000726,23,Married,Graduate,Salaried,2.1,120000.0,11.8,1,8.7,0,0,885741.0,36,Auto,3464.0,0.346,0
APP006064,63,Single,High School,Salaried,13.5,120000.0,3.9,0,44.9,1,0,223395.0,36,Home Improvement,1440.0,0.144,0
APP002052,63,Married,Graduate,Salaried,5.9,120000.0,2.0,1,81.1,0,0,267201.0,48,Business,3292.0,0.329,0
APP005784,62,Divorced,Graduate,Salaried,7.8,120000.0,20.4,0,69.4,2,0,59934.0,48,Business,3804.0,0.38,0
APP004312,35,Married,Graduate,Self-Employed,7.6,120000.0,5.8,1,21.8,4,4,105454.0,60,Auto,3722.0,0.372,0
APP002147,52,Single,Graduate,Salaried,2.2,120000.0,7.6,3,59.9,1,2,261743.0,24,Education,3027.0,0.303,1
APP010515,33,Single,Graduate,Self-Employed,6.9,120000.0,2.6,1,24.8,1,2,65244.0,60,Home Improvement,3780.0,0.378,0
APP002697,39,Married,High School,Salaried,3.2,140206.0,3.1,3,55.0,0,2,166194.0,24,Medical,5608.0,0.48,1
APP002483,30,Single,Graduate,Self-Employed,7.4,120000.0,3.4,2,50.7,0,1,146758.0,60,Personal,3614.0,0.361,0
APP001371,34,Married,Graduate,Self-Employed,1.2,120000.0,2.3,0,62.3,2,0,81767.0,48,Personal,2129.0,0.213,0
APP001567,34,Single,High School,Salaried,22.8,120000.0,7.2,0,71.8,1,0,170329.0,36,Business,4903.0,0.49,1
APP011789,43,Married,High School,Self-Employed,1.2,120000.0,11.8,0,27.8,2,2,50000.0,36,Business,645.0,0.064,0
APP011964,44,Single,Graduate,Business Owner,7.7,120000.0,5.1,2,25.5,3,0,107004.0,36,Personal,2836.0,0.284,0
APP007417,33,Single,Graduate,Salaried,5.0,120000.0,9.9,0,24.1,0,2,50000.0,36,Home Improvement,4718.0,0.472,0
APP014992,62,Married,High School,Salaried,1.4,120000.0,6.5,2,37.3,2,3,148303.0,60,Medical,505.0,0.05,0
APP012547,26,Married,Graduate,Self-Employed,8.6,120000.0,0.8,0,25.3,1,0,74111.0,24,Auto,1204.0,0.12,0
APP001517,25,Single,Post Graduate,Salaried,7.2,120000.0,0.4,0,14.4,1,1,97968.0,36,Medical,989.0,0.099,0
APP006845,30,Single,Graduate,Business Owner,1.6,120000.0,25.2,0,39.4,0,0,172029.0,12,Education,994.0,0.099,0
APP012186,52,Single,Graduate,Self-Employed,9.2,120000.0,1.1,0,25.3,0,0,106481.0,24,Personal,4991.0,0.499,0
APP005863,57,Single,Graduate,Salaried,15.0,120000.0,1.9,0,32.8,1,0,88821.0,36,Auto,926.0,0.093,0
APP003628,58,Single,Graduate,Salaried,3.8,120000.0,7.2,0,52.9,1,0,92644.0,60,Medical,3071.0,0.307,0
APP010379,41,Single,High School,Self-Employed,16.8,120000.0,13.5,1,47.1,0,1,520225.0,12,Personal,4012.0,0.401,0
APP003309,55,Single,Graduate,Salaried,8.8,120000.0,1.9,1,44.3,0,2,116375.0,24,Personal,3730.0,0.373,0
APP003732,46,Married,High School,Salaried,1.0,120000.0,12.1,0,49.4,3,0,78992.0,24,Education,1596.0,0.16,0
APP001038,24,Married,Graduate,Business Owner,3.8,120000.0,3.1,1,67.6,0,0,101679.0,12,Education,4947.0,0.495,0
APP002438,41,Single,Graduate,Salaried,6.6,120000.0,1.2,0,52.8,1,0,184200.0,48,Education,4377.0,0.438,0
APP003000,47,Divorced,Graduate,Salaried,1.4,120000.0,6.4,2,39.0,0,2,104957.0,60,Education,3319.0,0.332,0
APP001511,31,Divorced,High School,Salaried,0.8,120000.0,4.1,0,69.4,0,1,74816.0,24,Business,4274.0,0.427,0
APP000412,46,Divorced,Graduate,Salaried,0.6,120000.0,2.2,0,29.8,0,0,64656.0,24,Business,4599.0,0.46,0
APP013452,27,Single,Post Graduate,Salaried,0.7,120000.0,3.0,1,33.0,1,2,320777.0,48,Business,4158.0,0.416,0
APP010808,33,Married,Graduate,Salaried,7.0,120000.0,7.4,1,32.5,0,1,107513.0,48,Home Improvement,1644.0,0.164,0
APP012268,27,Married,Post Graduate,Self-Employed,4.4,120000.0,4.1,0,23.7,2,2,56691.0,24,Auto,1505.0,0.15,0
APP007775,21,Married,Graduate,Salaried,12.7,120000.0,2.1,0,12.8,1,0,59276.0,36,Medical,886.0,0.089,0
APP009494,62,Married,Graduate,Self-Employed,0.9,120000.0,18.1,1,68.9,1,0,206643.0,36,Personal,4100.0,0.41,1
APP003260,44,Married,High School,Salaried,8.4,120000.0,3.6,0,13.2,2,0,50000.0,12,Home Improvement,5472.0,0.547,1
APP005393,50,Single,Graduate,Salaried,2.2,120000.0,2.7,1,53.7,0,0,150069.0,60,Auto,2526.0,0.253,0
APP001318,37,Divorced,Post Graduate,Salaried,7.2,120000.0,8.4,2,49.4,0,1,92766.0,48,Personal,5142.0,0.514,0
APP011509,58,Divorced,Graduate,Salaried,9.6,120000.0,2.2,2,34.5,0,1,136798.0,48,Education,4938.0,0.494,0
APP007572,58,Married,Post Graduate,Salaried,6.3,120000.0,5.3,0,37.0,2,2,180412.0,60,Education,650.0,0.065,0
APP008970,46,Divorced,Graduate,Business Owner,,120000.0,9.5,0,28.3,1,1,50000.0,12,Home Improvement,4712.0,0.471,0
APP014125,33,Married,Graduate,Salaried,3.6,120000.0,3.7,1,69.1,2,1,109147.0,36,Auto,1636.0,0.164,1
APP003070,24,Single,Post Graduate,Business Owner,1.5,120000.0,0.1,0,38.7,2,1,96940.0,24,Personal,2095.0,0.21,0
APP006646,37,Married,Graduate,Salaried,1.6,120000.0,5.9,1,17.7,0,1,127201.0,36,Home Improvement,724.0,0.072,0
APP004672,25,Single,Graduate,Salaried,4.0,120000.0,2.3,1,39.0,3,0,150634.0,36,Education,2239.0,0.224,1
APP007988,48,Single,Graduate,Salaried,3.5,120000.0,0.1,0,61.8,0,1,366659.0,48,Education,2876.0,0.288,0
APP004855,41,Married,High School,Business Owner,0.7,120000.0,3.7,3,44.0,0,2,90798.0,48,Medical,1307.0,0.131,0
APP010560,34,Single,High School,Salaried,8.9,120000.0,1.7,2,11.3,1,0,97693.0,24,Home Improvement,4018.0,0.402,1
APP010669,27,Married,Post Graduate,Salaried,9.9,120000.0,1.0,2,22.6,3,3,187102.0,12,Home Improvement,4960.0,0.496,1
APP004891,50,Single,Graduate,Business Owner,4.2,120000.0,4.4,1,27.6,0,3,253499.0,24,Medical,1288.0,0.129,0
APP012362,24,Married,Graduate,Salaried,22.1,120000.0,5.8,2,14.6,1,2,254218.0,60,Business,4303.0,0.43,0
APP008218,38,Married,Post Graduate,Self-Employed,4.0,120000.0,16.1,1,18.4,0,0,198067.0,48,Business,5395.0,0.54,0
APP003393,31,Married,Graduate,Self-Employed,21.9,120000.0,2.8,1,19.0,1,2,81485.0,24,Personal,3866.0,0.387,0
APP009601,43,Single,Graduate,Business Owner,7.5,120000.0,9.5,1,3.0,0,2,151763.0,48,Business,5250.0,0.525,0
APP005223,37,Single,Post Graduate,Salaried,22.0,120000.0,27.5,0,25.3,2,0,50285.0,12,Business,3433.0,0.343,0
APP007674,49,Married,High School,Salaried,2.4,120000.0,11.4,0,49.5,4,1,262288.0,12,Education,3453.0,0.345,0
APP009332,43,Single,Graduate,Salaried,1.5,120000.0,4.8,1,62.3,3,2,191026.0,60,Personal,4150.0,0.415,0
APP000506,45,Single,Graduate,Salaried,1.0,120000.0,0.2,3,50.6,0,2,107253.0,60,Auto,3657.0,0.366,0
APP001561,50,Single,Graduate,Salaried,20.2,120000.0,0.1,0,21.9,1,2,138472.0,36,Auto,3419.0,0.342,0
APP007539,40,Married,Graduate,Salaried,6.9,120000.0,3.5,0,19.9,1,0,166282.0,36,Medical,3524.0,0.352,0
APP006611,36,Single,Graduate,Salaried,1.4,120000.0,30.0,0,65.0,1,3,198495.0,24,Home Improvement,3436.0,0.344,0
APP007617,36,Single,High School,Self-Employed,5.2,120000.0,1.0,1,1.5,0,1,74024.0,36,Medical,2390.0,0.239,0
APP006405,42,Married,High School,Business Owner,0.6,120000.0,7.9,1,61.9,1,0,105440.0,48,Medical,1758.0,0.176,0
